critic_review_id,critic_id,movie_id,score_100,letter_grade,review_title,review_text,reviewed_at,verdict,recommended
CRV00458,CRT037,MOV0104,85,A-,구름을 꿰매는 손의 아름다운 노동,기후 판타지와 장인의 후회를 조화롭게 담는다.,2026-08-06T16:38:00Z,must_watch,true
CRV00459,CRT037,MOV0032,66,C+,마지막 호출번호의 불완전한 응답,공간은 좋지만 범죄의 동기가 약하다.,2026-08-06T16:39:00Z,mixed,false
CRV00460,CRT037,MOV0149,78,B,느림으로 승리한 나무늘보 열차,캐릭터의 움직임과 유머가 정확하다.,2026-08-06T16:40:00Z,recommended,true
CRV00461,CRT037,MOV0141,76,B,연필 선이 만든 바다의 숨결,수작업의 질감이 모험의 감정을 살린다.,2026-08-06T16:41:00Z,recommended,true
CRV00462,CRT037,MOV0115,69,C+,꿈길 안내소의 고르지 않은 지도,발상과 미술은 좋지만 이야기 편차가 크다.,2026-08-06T16:42:00Z,mixed,false
CRV00463,CRT037,MOV0100,74,B-,오류 코드 가족의 쉬운 복구,관계의 문제를 기술 은유로 간단히 봉합한다.,2026-08-06T16:43:00Z,recommended,false
CRV00464,CRT037,MOV0014,80,B+,보증금 없는 방에 쌓인 생활의 연대,주거 불안을 구체적인 공동생활로 따뜻하게 풀어낸다.,2026-08-06T16:44:00Z,recommended,true
CRV00465,CRT038,MOV0158,90,A,로봇 강아지가 찾은 진짜 꼬리의 의미,기계의 몸짓을 사랑과 이별의 언어로 완성한다.,2026-08-07T16:45:00Z,must_watch,true
CRV00466,CRT038,MOV0013,83,B+,대답 없는 강이 품은 상실의 깊이,소양강의 겨울 풍경과 침묵이 긴 여운을 준다.,2026-08-07T16:46:00Z,recommended,true
CRV00467,CRT038,MOV0030,58,C-,사라진 신호등과 함께 끊긴 단서,밤의 이미지에 비해 추리가 헐겁다.,2026-08-07T16:47:00Z,mixed,false
CRV00468,CRT038,MOV0155,82,B+,봄 소풍에서 배운 눈사람의 작별,소멸을 두려움 없이 받아들이는 성장담이다.,2026-08-07T16:48:00Z,recommended,true
CRV00469,CRT038,MOV0105,67,C+,기억 화원의 아름다운 꽃과 약한 뿌리,미술은 좋지만 세계 규칙이 안정되지 않는다.,2026-08-07T16:49:00Z,mixed,false
CRV00470,CRT038,MOV0053,84,B+,사진 바깥으로 불어온 감정,보이지 않는 바람을 관계의 변화로 표현한다.,2026-08-07T16:50:00Z,recommended,true
CRV00471,CRT038,MOV0050,53,D,여섯 시 온실의 끝없는 대기,정적인 미장센이 인물의 정체를 넘어설 수 없다.,2026-08-07T16:51:00Z,skip,false
CRV00472,CRT038,MOV0077,69,C+,정시 퇴근을 향한 다소 쉬운 승리,직장 현실은 좋지만 해결이 낙관적이다.,2026-08-07T16:52:00Z,mixed,false
CRV00473,CRT038,MOV0040,78,B,어제 비밀번호가 연 오늘의 진실,시간 단서를 안정적인 추리로 회수한다.,2026-08-07T16:53:00Z,recommended,true
CRV00474,CRT038,MOV0039,55,C-,검표원의 마지막 표와 반복된 후회,독백이 사건의 긴장을 멈춘다.,2026-08-07T16:54:00Z,mixed,false
CRV00475,CRT038,MOV0067,72,B-,장부 탐정의 퇴근 후 사건,생활 단서의 재미는 좋지만 결말이 평이하다.,2026-08-07T16:55:00Z,recommended,false
CRV00476,CRT038,MOV0121,69,C+,0호실 복도의 유효한 첫 공포,중반 이후 공간 변주가 부족하다.,2026-08-07T16:56:00Z,mixed,false
CRV00477,CRT039,MOV0017,69,C+,정류장 의자가 기록한 동네의 시간,담백한 관찰은 좋지만 극적 변화는 작다.,2026-08-08T16:57:00Z,mixed,false
CRV00478,CRT039,MOV0099,93,A,별빛 우체국의 마지막 소인이 남긴 빛,사라지는 관계를 아름다운 작별로 완성한다.,2026-08-08T16:58:00Z,must_watch,true
CRV00479,CRT039,MOV0031,76,B,심야 보관함에 쌓인 도시의 비밀,사물 서사를 안정적인 미스터리로 엮는다.,2026-08-08T16:59:00Z,recommended,true
CRV00480,CRT039,MOV0060,62,C,자막 밖으로 밀려난 두 사람의 계절,언어의 문제를 충분히 입체화하지 못한다.,2026-08-08T17:00:00Z,mixed,false
CRV00481,CRT039,MOV0094,61,C,무인도 배송 뒤의 빈 송장,배달 설정에 비해 생존의 갈등이 단순하다.,2026-08-08T17:01:00Z,mixed,false
CRV00482,CRT039,MOV0193,63,C,707호 객차 안 반복되는 속도,열차의 폐쇄감이 액션의 단조로움에 묻힌다.,2026-08-08T17:02:00Z,mixed,false
CRV00483,CRT039,MOV0039,45,D,마지막 표를 끊지 못한 서사,죄책감의 반복만 남기고 장르적 긴장을 놓친다.,2026-08-08T17:03:00Z,skip,false
CRV00484,CRT039,MOV0098,83,B+,사춘기를 학습한 인공지능의 오류,가족 코미디와 기술 윤리를 매끄럽게 연결한다.,2026-08-08T17:04:00Z,recommended,true
CRV00485,CRT039,MOV0084,98,A+,도시인의 감정을 대여하는 완벽한 밤,각 손님의 선택이 상품화와 진심의 윤리를 풍부하게 탐색한다.,2026-08-08T17:05:00Z,must_watch,true
CRV00486,CRT039,MOV0095,81,B+,업데이트할수록 낯설어진 얼굴,정체성의 불안을 세련된 기술 공포로 구축한다.,2026-08-08T17:06:00Z,recommended,true
CRV00487,CRT039,MOV0192,73,B-,인천상륙 전야의 흔들린 초점,사진가의 시선은 좋지만 개인 드라마가 관습적이다.,2026-08-08T17:07:00Z,recommended,false
CRV00488,CRT039,MOV0128,58,C-,물때표 바깥 시간의 느슨한 봉합,섬의 분위기가 미스터리의 허점을 가리지 못한다.,2026-08-08T17:08:00Z,mixed,false
CRV00489,CRT040,MOV0101,48,D,달빛 대여점의 긴 약관과 짧은 모험,세계 설명만 가득하고 인물의 변화가 없다.,2026-08-09T17:09:00Z,skip,false
CRV00490,CRT040,MOV0160,67,C+,투명 공룡이 남긴 희미한 발자국,아이의 상상은 따뜻하지만 에피소드가 반복된다.,2026-08-09T17:10:00Z,mixed,false
CRV00491,CRT040,MOV0032,78,B,마지막 호출번호를 좇는 야간 수사,콜센터와 전화 기록을 효과적인 단서로 활용한다.,2026-08-09T17:11:00Z,recommended,true
CRV00492,CRT040,MOV0128,63,C,물때표에 없는 시간의 잔잔한 미로,고유한 리듬에 비해 결말은 흐리다.,2026-08-09T17:12:00Z,mixed,false
CRV00493,CRT040,MOV0157,84,B+,구름과 바람이 키운 아이의 계절,날씨와 가족 감정을 아름답게 겹친다.,2026-08-09T17:13:00Z,recommended,true
CRV00494,CRT040,MOV0057,85,A-,빈자리를 견디는 성숙한 시간,상실을 해결하지 않고 살아가는 법을 깊이 있게 보여 준다.,2026-08-09T17:14:00Z,must_watch,true
CRV00495,CRT040,MOV0099,88,A-,폐점 안내 뒤에도 도착한 별빛 편지,작별의 감정을 환상과 현실 사이에 정확히 놓는다.,2026-08-09T17:15:00Z,must_watch,true
CRV00496,CRT040,MOV0148,90,A,지하철 터널을 헤엄친 도시의 위로,고래의 움직임으로 서울의 고독을 아름답게 감싼다.,2026-08-09T17:16:00Z,must_watch,true
CRV00497,CRT040,MOV0130,72,B-,마지막 상영의 관객이 남긴 그림자,극장 공포와 향수는 좋지만 해답은 익숙하다.,2026-08-09T17:17:00Z,recommended,false
CRV00498,CRT040,MOV0022,66,C+,지하 4층에 내리는 비의 습도,공간은 매력적이지만 단서의 연결이 느슨하다.,2026-08-09T17:18:00Z,mixed,false
CRV00499,CRT040,MOV0189,88,A-,택시기사 K가 통과한 서울의 밤,열두 시간의 승객과 거리를 풍부한 도시 초상으로 묶는다.,2026-08-09T17:19:00Z,must_watch,true
CRV00500,CRT040,MOV0027,85,A-,파도 아래 녹음실의 깊은 주파수,수중 음향과 기억의 미스터리를 높은 완성도로 결합한다.,2026-08-09T17:20:00Z,must_watch,true
